suburb,state,postcode
Birregurra,VIC,3242
Bittern,VIC,3918
Black Hill,VIC,3350
Black Range,VIC,3381
Black Rock,VIC,3193
Blackburn,VIC,3130
Blackburn North,VIC,3130
Blackburn South,VIC,3130
Blackheath,VIC,3401
Blackwarry,VIC,3844
Blackwood,VIC,3458
Blairgowrie,VIC,3942
Blakeville,VIC,3342
Blampied,VIC,3364
Blind Bight,VIC,3980
Blowhard,VIC,3352
Bo Peep,VIC,3351
Bobinawarrah,VIC,3678
Bochara,VIC,3301
Bogong,VIC,3699
Boho,VIC,3669
Boho South,VIC,3669
Boigbeat,VIC,3531
Boinka,VIC,3490
Boisdale,VIC,3860
Bolangum,VIC,3387
Bolinda,VIC,3432
Bolton,VIC,3546
Bolwarra,VIC,3305
Bolwarrah,VIC,3352
Bona Vista,VIC,3820
Bonang,VIC,3888
Bonbeach,VIC,3196
Bonegilla,VIC,3691
Boneo,VIC,3939
Bonn,VIC,3561
Bonnie Brook,VIC,3335
Bonnie Doon,VIC,3720
Bonshaw,VIC,3352
Bookaar,VIC,3260
Boola,VIC,3825
Boolarong,VIC,3960
Boolarra,VIC,3870
Boolarra South,VIC,3870
Boole Poole,VIC,3880
Boolite,VIC,3392
Boomahnoomoonah,VIC,3728
Boonah,VIC,3235
Boorcan,VIC,3265
Boorhaman,VIC,3678
Boorhaman East,VIC,3678
Boorhaman North,VIC,3685
Boorolite,VIC,3723
Boorool,VIC,3953
Boort,VIC,3537
Boosey,VIC,3730
Boralma,VIC,3682
Bornes Hill,VIC,3379
Boronia,VIC,3155
Borung,VIC,3518
Bostocks Creek,VIC,3260
Botanic Ridge,VIC,3977
Boundary Bend,VIC,3599
Bowenvale,VIC,3465
Boweya,VIC,3675
Boweya North,VIC,3675
Bowmans Forest,VIC,3735
Bowser,VIC,3678
Box Hill,VIC,3128
Box Hill North,VIC,3129
Box Hill South,VIC,3128
Boxwood,VIC,3725
Bradford,VIC,3463
Bradvale,VIC,3361
Braeside,VIC,3195
Brandy Creek,VIC,3821
Branxholme,VIC,3302
Bravington,VIC,3821
Braybrook,VIC,3019
Breakaway Creek,VIC,3303
Breakwater,VIC,3219
Breamlea,VIC,3227
Brenanah,VIC,3517
Brewster,VIC,3352
Briagolong,VIC,3860
Briar Hill,VIC,3088
Bridge Creek,VIC,3723
Bridgewater,VIC,3516
Bridgewater North,VIC,3516
Bridgewater On Loddon,VIC,3516
Bright,VIC,3741
Brighton,VIC,3186
Brighton East,VIC,3187
Brim,VIC,3391
Brimboal,VIC,3312
Brimin,VIC,3685
Brimpaen,VIC,3401
Bringalbert,VIC,3319
Brit Brit,VIC,3315
Broadford,VIC,3658
Broadlands,VIC,3875
Broadmeadows,VIC,3047
Broadwater,VIC,3301
Brodribb River,VIC,3888
Broken Creek,VIC,3673
Bromley,VIC,3472
Brookfield,VIC,3338
Brooklyn,VIC,3012
Brookville,VIC,3896
Broomfield,VIC,3364
Broughton,VIC,3418
Brown Hill,VIC,3350
Browns Plains,VIC,3685
Bruarong,VIC,3749
Brucknell,VIC,3268
Brumby,VIC,3885
Brunswick,VIC,3056
Brunswick East,VIC,3057
Brunswick West,VIC,3055
Bruthen,VIC,3885
Buangor,VIC,3375
Buchan,VIC,3885
Buchan South,VIC,3885
Buckland,VIC,3740
Buckley,VIC,3240
Buckley Swamp,VIC,3301
Buckrabanyule,VIC,3525
Budgee Budgee,VIC,3862
Budgeree,VIC,3870
Budgerum East,VIC,3579
Buffalo,VIC,3958
Buffalo River,VIC,3737
Bulart,VIC,3314
Buldah,VIC,3890
Bulga,VIC,3586
Bulgana,VIC,3377
Bulla,VIC,3428
Bullaharre,VIC,3266
Bullarook,VIC,3352
Bullarto,VIC,3461
Bullarto South,VIC,3461
Bulleen,VIC,3105
Bullengarook,VIC,3437
Bullioh,VIC,3700
Bullumwaal,VIC,3875
Buln Buln,VIC,3821
Buln Buln East,VIC,3821
Bumberrah,VIC,3902
Bunbartha,VIC,3634
Bundalaguah,VIC,3851
Bundalong,VIC,3730
Bundalong South,VIC,3730
Bundara,VIC,3898
Bunding,VIC,3342
Bundoora,VIC,3083
Bung Bong,VIC,3465
Bungador,VIC,3260
Bungal,VIC,3334
Bungalally,VIC,3401
Bungaree,VIC,3352
Bungeet,VIC,3726
Bungeet West,VIC,3726
Bungil,VIC,3691
Bunguluke,VIC,3527
Buninyong,VIC,3357
Bunkers Hill,VIC,3352
Bunyip,VIC,3815
Bunyip North,VIC,3815
Buragwonduc,VIC,3858
Burkes Bridge,VIC,3568
Burkes Flat,VIC,3475
Burnbank,VIC,3371
Burnewang,VIC,3558
Burnley,VIC,3121
Burnside,VIC,3023
Burnside Heights,VIC,3023
Burramboot,VIC,3559
Burramine,VIC,3730
Burramine South,VIC,3730
Burrowye,VIC,3709
Burrumbeet,VIC,3352
Burwood,VIC,3125
Burwood East,VIC,3151
Bushfield,VIC,3281
Bushy Park,VIC,3860
Butchers Ridge,VIC,3885
Buxton,VIC,3711
Byaduk,VIC,3301
Byaduk North,VIC,3300
Byawatha,VIC,3678
Bylands,VIC,3762
Byrneside,VIC,3617
Cabarita,VIC,3505
Cabbage Tree,VIC,3364
Cabbage Tree Creek,VIC,3889
Cadello,VIC,3442
Cairnlea,VIC,3023
Calder Park,VIC,3037
Caldermeade,VIC,3984
California Gully,VIC,3556
Calivil,VIC,3573
Callawadda,VIC,3387
Callignee,VIC,3844
Callignee North,VIC,3844
Callignee South,VIC,3844
Calrossie,VIC,3971
Calulu,VIC,3875
Cambarville,VIC,3779
Camberwell,VIC,3124
Cambrian Hill,VIC,3352
Campbellfield,VIC,3061
Campbells Bridge,VIC,3387
Campbells Creek,VIC,3451
Campbells Forest,VIC,3556
Campbelltown,VIC,3364
Camperdown,VIC,3260
Canadian,VIC,3350
Canary Island,VIC,3537
Caniambo,VIC,3630
Cann River,VIC,3890
Cannie,VIC,3540
Cannons Creek,VIC,3977
Cannum,VIC,3393
Canterbury,VIC,3126
Cape Bridgewater,VIC,3305
Cape Clear,VIC,3351
Cape Conran,VIC,3888
Cape Otway,VIC,3233
Cape Paterson,VIC,3995
Cape Schanck,VIC,3939
Cape Woolamai,VIC,3925
Capel Sound,VIC,3940
Capels Crossing,VIC,3579
Carag Carag,VIC,3623
Caralulup,VIC,3371
Caramut,VIC,3274
Carapooee,VIC,3477
Carapooee West,VIC,3477
Carapook,VIC,3312
Carboor,VIC,3678
Cardigan,VIC,3352
Cardigan Village,VIC,3352
Cardinia,VIC,3978
Cardross,VIC,3496
Cargerie,VIC,3334
Carina,VIC,3512
Caringal,VIC,3825
Carisbrook,VIC,3464
Carlisle River,VIC,3239
Carlsruhe,VIC,3442
Carlton,VIC,3053
Carlton North,VIC,3054
Carlyle,VIC,3685
Carnegie,VIC,3163
Carngham,VIC,3351
Caroline Springs,VIC,3023
Carpendeit,VIC,3260
Carrajung,VIC,3844
Carrajung Lower,VIC,3844
Carrajung South,VIC,3844
Carranballac,VIC,3361
Carron,VIC,3480
Carrum,VIC,3197
Carrum Downs,VIC,3201
Carwarp,VIC,3494
Cashmore,VIC,3305
Cassilis,VIC,3898
Castella,VIC,3777
Casterton,VIC,3311
Castle Creek,VIC,3691
Castle Donnington,VIC,3585
Castlemaine,VIC,3450
Catani,VIC,3981
Cathcart,VIC,3377
Cathkin,VIC,3714
Catumnal,VIC,3537
Caulfield,VIC,3162
Caulfield East,VIC,3145
Caulfield North,VIC,3161
Caulfield South,VIC,3162
Caveat,VIC,3660
Cavendish,VIC,3314
Ceres,VIC,3221
Chadstone,VIC,3148
Chandlers Creek,VIC,3890
Chapel Flat,VIC,3352
Chapple Vale,VIC,3239
Charam,VIC,3318
Charlemont,VIC,3217
Charleroi,VIC,3695
Charlton,VIC,3525
Chatsworth,VIC,3379
Chelsea,VIC,3196
Chelsea Heights,VIC,3196
Cheltenham,VIC,3192
Chepstowe,VIC,3351
Cherokee,VIC,3434
Cherrypool,VIC,3401
Cheshunt,VIC,3678
Cheshunt South,VIC,3678
Chesney Vale,VIC,3725
Chetwynd,VIC,3312
Chewton,VIC,3451
Chewton Bushlands,VIC,3451
Childers,VIC,3824
Chillingollah,VIC,3585
Chiltern,VIC,3683
Chiltern Valley,VIC,3683
Chinangin,VIC,3544
Chinkapook,VIC,3546
Chintin,VIC,3756
Chirnside Park,VIC,3116
Chirrip,VIC,3525
Chocolyn,VIC,3260
Christmas Hills,VIC,3775
Chum Creek,VIC,3777
Churchill,VIC,3842
Churchill Island,VIC,3925
Chute,VIC,3373
Clarendon,VIC,3352
Claretown,VIC,3352
Clarinda,VIC,3169
Clarkefield,VIC,3430
Clarkes Hill,VIC,3352
Clayton,VIC,3168
Clayton South,VIC,3169
Clear Lake,VIC,3409
Clematis,VIC,3782
Clifton Creek,VIC,3875
Clifton Hill,VIC,3068
Clifton Springs,VIC,3222
Clonbinane,VIC,3658
Clover Flat,VIC,3315
Cloverlea,VIC,3822
Club Terrace,VIC,3889
Clunes,VIC,3370
Clyde,VIC,3978
Clyde North,VIC,3978
Clydebank,VIC,3851
Clydesdale,VIC,3461
Coalville,VIC,3825
Cobains,VIC,3851
Cobaw,VIC,3442
Cobbannah,VIC,3862
Cobberas,VIC,3900
Cobblebank,VIC,3338
Cobden,VIC,3266
Cobram,VIC,3644
Cobram East,VIC,3644
Cobrico,VIC,3266
Cobungra,VIC,3898
Coburg,VIC,3058
Coburg North,VIC,3058
Cocamba,VIC,3546
Cochranes Creek,VIC,3475
Cockatoo,VIC,3781
Cocoroc,VIC,3030
Codrington,VIC,3285
Coghills Creek,VIC,3364
Cohuna,VIC,3568
Coimadai,VIC,3340
Cokum,VIC,3542
Colac,VIC,3250
Colac Colac,VIC,3707
Colac East,VIC,3250
Colac West,VIC,3250
Colbinabbin,VIC,3559
Colbrook,VIC,3342
Coldstream,VIC,3770
Coleraine,VIC,3315
Colignan,VIC,3494
Collingwood,VIC,3066
Combienbar,VIC,3889
Concongella,VIC,3384
Condah,VIC,3303
Condah Swamp,VIC,3286
Congupna,VIC,3633
Connewarre,VIC,3227
Connewirricoo,VIC,3318
Coojar,VIC,3315
Coolaroo,VIC,3048
Cooma,VIC,3616
Coomboona,VIC,3629
Coomoora,VIC,3461
Coongulla,VIC,3860
Coonooer Bridge,VIC,3477
Coonooer West,VIC,3477
Coopers Creek,VIC,3825
Cooriemungle,VIC,3268
Cope Cope,VIC,3480
Cora Lynn,VIC,3814
Corack,VIC,3480
Corack East,VIC,3480
Coragulac,VIC,3249
Coral Bank,VIC,3691
Corindhap,VIC,3352
Corinella,VIC,3984
Corio,VIC,3214
Corndale,VIC,3311
Cornella,VIC,3551
Cornishtown,VIC,3683
Coronet Bay,VIC,3984
Corop,VIC,3559
Cororooke,VIC,3254
Corringle,VIC,3888
Corryong,VIC,3707
Corunnun,VIC,3249
Cosgrove,VIC,3631
Cosgrove South,VIC,3631
Costerfield,VIC,3523
Cotswold,VIC,3465
Cottles Bridge,VIC,3099
Cowa,VIC,3862
Cowangie,VIC,3506
Cowes,VIC,3922
Cowleys Creek,VIC,3268
Cowwarr,VIC,3857
Craigie,VIC,3465
Craigieburn,VIC,3064
Cranbourne,VIC,3977
Cranbourne East,VIC,3977
Cranbourne North,VIC,3977
Cranbourne South,VIC,3977
Cranbourne West,VIC,3977
Creek Junction,VIC,3669
Creek View,VIC,3551
Creightons Creek,VIC,3666
Cremorne,VIC,3121
Cressy,VIC,3322
Creswick,VIC,3363
Creswick North,VIC,3363
Crib Point,VIC,3919
Crookayan,VIC,3858
Crooked River,VIC,3862
Cross Roads,VIC,3373
Crossley,VIC,3283
Crossover,VIC,3821
Crowlands,VIC,3377
Croxton East,VIC,3301
Croydon,VIC,3136
Croydon Hills,VIC,3136
Croydon North,VIC,3136
Croydon South,VIC,3136
Crymelon,VIC,3393
Cudgee,VIC,3265
Cudgewa,VIC,3705
Culgoa,VIC,3530
Culla,VIC,3315
Cullen,VIC,3568
Cullulleraine,VIC,3496
Cundare,VIC,3251
Cundare North,VIC,3251
Curdies River,VIC,3268
Curdievale,VIC,3268
Curlewis,VIC,3222
Curyo,VIC,3483
Dadswells Bridge,VIC,3385
Daisy Hill,VIC,3465
Dales Creek,VIC,3341
Dallas,VIC,3047
Dalmore,VIC,3981
Daltons Bridge,VIC,3568
Dalyenong,VIC,3477
Dalyston,VIC,3992
Dandenong,VIC,3175
Dandenong North,VIC,3175
Dandenong South,VIC,3175
Dandongadale,VIC,3737
Dargo,VIC,3862
Darley,VIC,3340
Darlimurla,VIC,3871
Darlington,VIC,3271
Darnum,VIC,3822
Darraweit Guim,VIC,3756
Darriman,VIC,3851
Dartmoor,VIC,3304
Dartmouth,VIC,3701
Dawson,VIC,3858
Daylesford,VIC,3460
Dean,VIC,3363
Deans Marsh,VIC,3235
Deanside,VIC,3336
Deddick Valley,VIC,3888
Dederang,VIC,3691
Deep Lead,VIC,3385
Deepdene,VIC,3103
Deer Park,VIC,3023
Delacombe,VIC,3356
Delahey,VIC,3037
Delatite,VIC,3723
Delburn,VIC,3871
Delegate River,VIC,3888
Denicull Creek,VIC,3377
Denison,VIC,3858
Dennington,VIC,3280
Denver,VIC,3461
Deptford,VIC,3875
Derby,VIC,3516
Dereel,VIC,3352
Dergholm,VIC,3312
Derrimut,VIC,3026
Derrinal,VIC,3523
Derrinallum,VIC,3325
Devenish,VIC,3726
Devils River,VIC,3714
Devon Meadows,VIC,3977
Devon North,VIC,3971
Dewhurst,VIC,3808
Dhurringile,VIC,3610
Diamond Creek,VIC,3089
Digby,VIC,3309
Diggers Rest,VIC,3427
Diggora,VIC,3561
Dimboola,VIC,3414
Dingee,VIC,3571
Dingley Village,VIC,3172
Dingwall,VIC,3579
Dinner Plain,VIC,3898
Dixie,VIC,3265
Dixons Creek,VIC,3775
Dobie,VIC,3377
Docker,VIC,3678
Dockers Plains,VIC,3678
Docklands,VIC,3008
Doctors Flat,VIC,3895
Dollar,VIC,3871
Don Valley,VIC,3139
Donald,VIC,3480
Doncaster,VIC,3108
Doncaster East,VIC,3109
Donnybrook,VIC,3064
Donvale,VIC,3111
Dooboobetic,VIC,3478
Dooen,VIC,3401
Dookie,VIC,3646
Dookie College,VIC,3647
Doreen,VIC,3754
Dorodong,VIC,3312
Double Bridges,VIC,3893
Douglas,VIC,3409
Doveton,VIC,3177
Dreeite,VIC,3249
Dreeite South,VIC,3249
Driffield,VIC,3840
Drik Drik,VIC,3304
Dromana,VIC,3936
Dropmore,VIC,3660
Drouin,VIC,3818
Drouin East,VIC,3818
Drouin South,VIC,3818
Drouin West,VIC,3818
Drumanure,VIC,3636
Drumborg,VIC,3304
Drumcondra,VIC,3215
Drummartin,VIC,3570
Drummond,VIC,3461
Drummond North,VIC,3446
Drung,VIC,3401
Dry Diggings,VIC,3461
Drysdale,VIC,3222
Duchembegarra,VIC,3409
Dumbalk,VIC,3956
Dumbalk North,VIC,3956
Dumosa,VIC,3527
Dunach,VIC,3371
Dundonnell,VIC,3271
Dunkeld,VIC,3294
Dunluce,VIC,3472
Dunneworthy,VIC,3377
Dunnstown,VIC,3352
Dunolly,VIC,3472
Dunrobin,VIC,3312
Durdidwarrah,VIC,3342
Durham Lead,VIC,3352
Durham Ox,VIC,3576
Dutson,VIC,3851
Dutson Downs,VIC,3851
Dutton Way,VIC,3305
Duverney,VIC,3323
Eagle Point,VIC,3878
Eaglehawk,VIC,3556
Eaglehawk North,VIC,3556
Eaglemont,VIC,3084
Earlston,VIC,3669
East Bairnsdale,VIC,3875
East Bendigo,VIC,3550
East Geelong,VIC,3219
East Melbourne,VIC,3002
East Sale,VIC,3852
East Wangaratta,VIC,3678
East Warburton,VIC,3799
Eastern View,VIC,3231
Eastville,VIC,3463
Eastwood,VIC,3875
Ebden,VIC,3691
Echuca,VIC,3564
Echuca Village,VIC,3564
Echuca West,VIC,3564
Ecklin South,VIC,3265
Eddington,VIC,3472
Eden Park,VIC,3757
Edenhope,VIC,3318
Edgecombe,VIC,3444
Edi,VIC,3678
Edi Upper,VIC,3678
Edithvale,VIC,3196
Eganstown,VIC,3461
Eildon,VIC,3713
Elaine,VIC,3334
Eldorado,VIC,3746
Elevated Plains,VIC,3461
Elingamite,VIC,3266
Elingamite North,VIC,3266
Elizabeth Island,VIC,3921
Ellaswood,VIC,3875
Ellerslie,VIC,3265
Elliminyt,VIC,3250
Ellinbank,VIC,3821
Elmhurst,VIC,3469
Elmore,VIC,3558
Elphinstone,VIC,3448
Elsternwick,VIC,3185
Eltham,VIC,3095
Eltham North,VIC,3095
Elwood,VIC,3184
Emerald,VIC,3782
Emu,VIC,3475
Emu Creek,VIC,3551
Endeavour Hills,VIC,3802
Enfield,VIC,3352
Englefield,VIC,3407
Enochs Point,VIC,3723
Ensay,VIC,3895
Ensay North,VIC,3895
Eppalock,VIC,3551
Epping,VIC,3076
Epsom,VIC,3551
Ercildoune,VIC,3352
Erica,VIC,3825
Errinundra,VIC,3889
Eskdale,VIC,3701
Esmond,VIC,3730
Essendon,VIC,3040
Essendon Fields,VIC,3041
Essendon North,VIC,3041
Essendon West,VIC,3040
Eumemmerring,VIC,3177
Eurack,VIC,3251
Eureka,VIC,3350
Euroa,VIC,3666
Eurobin,VIC,3739
Evansford,VIC,3371
Eversley,VIC,3377
Everton,VIC,3678
Everton Upper,VIC,3678
Exford,VIC,3338
Eynesbury,VIC,3338
Fairbank,VIC,3951
Fairfield,VIC,3078
Fairhaven,VIC,3231
Fairley,VIC,3579
Fairy Dell,VIC,3561
Fairy Dell,VIC,3875
Falls Creek,VIC,3699
Faraday,VIC,3451
Fawcett,VIC,3714
Fawkner,VIC,3060
Fentons Creek,VIC,3518
Ferguson,VIC,3237
Fern Hill,VIC,3458
Fernbank,VIC,3864
Ferndale,VIC,3821
Fernihurst,VIC,3518
Fernshaw,VIC,3778
Ferntree Gully,VIC,3156
Ferny Creek,VIC,3786
Fieldstone,VIC,3024
Fiery Flat,VIC,3518
Fingal,VIC,3939
Fish Creek,VIC,3959
Fish Point,VIC,3585
Fiskville,VIC,3342
Fitzroy,VIC,3065
Fitzroy North,VIC,3068
Flaggy Creek,VIC,3875
Flagstaff,VIC,3465
Flamingo Beach,VIC,3851
Flemington,VIC,3031
Flinders,VIC,3929
Flora Hill,VIC,3550
Flowerdale,VIC,3717
Flynn,VIC,3844
Flynns Creek,VIC,3844
Footscray,VIC,3011
Forbes,VIC,3764
Forest Hill,VIC,3131
Forge Creek,VIC,3875
Forrest,VIC,3236
Foster,VIC,3960
Foster North,VIC,3960
Fosterville,VIC,3557
Foxhow,VIC,3323
Framlingham,VIC,3265
Framlingham East,VIC,3265
Franklinford,VIC,3461
Frankston,VIC,3199
Frankston North,VIC,3200
Frankston South,VIC,3199
Fraser Rise,VIC,3336
Freeburgh,VIC,3741
French Island,VIC,3921
Frenchmans,VIC,3384
Freshwater Creek,VIC,3217
Fryerstown,VIC,3451
Fulham,VIC,3851
Fumina,VIC,3825
Fumina South,VIC,3825
Fyans Creek,VIC,3381
Fyansford,VIC,3218
Gaffneys Creek,VIC,3723
Gainsborough,VIC,3822
Gannawarra,VIC,3568
Gapsted,VIC,3737
Gardenvale,VIC,3185
Garfield,VIC,3814
Garfield North,VIC,3814
Garibaldi,VIC,3352
Garvoc,VIC,3265
Gateway Island,VIC,3691
Gatum,VIC,3407
Gazette,VIC,3289
Geelong,VIC,3220
Geelong West,VIC,3218
Gelantipy,VIC,3885
Gellibrand,VIC,3239
Gellibrand Lower,VIC,3237
Gelliondale,VIC,3971
Gembrook,VIC,3783
Genoa,VIC,3891
Gentle Annie,VIC,3833
Georges Creek,VIC,3700
Gerahmin,VIC,3546
Gerang Gerung,VIC,3418
Gerangamete,VIC,3249
Germania,VIC,3387
Germantown,VIC,3741
Gerrigerrup,VIC,3289
Gherang,VIC,3240
Gheringhap,VIC,3331
Ghin Ghin,VIC,3717
Giffard,VIC,3851
Giffard West,VIC,3851
Gil Gil,VIC,3480
Gilderoy,VIC,3797
Gillieston,VIC,3616
Gillum,VIC,3858
Gipsy Point,VIC,3891
Girgarre,VIC,3624
Girgarre East,VIC,3616
Gisborne,VIC,3437
Gisborne South,VIC,3437
Gladfield,VIC,3575
Gladstone Park,VIC,3043
Gladysdale,VIC,3797
Glen Alvie,VIC,3979
Glen Creek,VIC,3691
Glen Forbes,VIC,3990
Glen Huntly,VIC,3163
Glen Iris,VIC,3146
Glen Park,VIC,3352
Glen Valley,VIC,3898
Glen Waverley,VIC,3150
Glen Wills,VIC,3898
Glenaire,VIC,3238
Glenaladale,VIC,3864
Glenalbyn,VIC,3517
Glenaroua,VIC,3764
Glenbrae,VIC,3352
Glenburn,VIC,3717
Glendaruel,VIC,3363
Glendonald,VIC,3364
Glenfalloch,VIC,3858
Glenfyne,VIC,3266
Glengarry,VIC,3854
Glengarry North,VIC,3854
Glengarry West,VIC,3854
Glengower,VIC,3370
Glenhope,VIC,3444
Glenhope East,VIC,3522
Glenisla,VIC,3314
Glenlee,VIC,3418
Glenlofty,VIC,3469
Glenlogie,VIC,3469
Glenloth,VIC,3527
Glenloth East,VIC,3527
Glenluce,VIC,3451
Glenlyon,VIC,3461
Glenmaggie,VIC,3858
Glenmore,VIC,3340
Glenorchy,VIC,3385
Glenormiston North,VIC,3265
Glenormiston South,VIC,3265
Glenpatrick,VIC,3469
Glenrowan,VIC,3675
Glenrowan West,VIC,3675
Glenroy,VIC,3046
Glenthompson,VIC,3293
Glomar Beach,VIC,3851
Gnarwarre,VIC,3221
Gnotuk,VIC,3260
Gobarup,VIC,3559
Gobur,VIC,3719
Golden Beach,VIC,3851
Golden Gully,VIC,3555
Golden Point,VIC,3350
Golden Point,VIC,3451
Golden Point,VIC,3465
Golden Square,VIC,3555
Goldie,VIC,3435
Goldsborough,VIC,3472
Gong Gong,VIC,3352
Gonn Crossing,VIC,3579
Goomalibee,VIC,3673
Goon Nure,VIC,3875
Goongerah,VIC,3888
Gooram,VIC,3666
Gooramadda,VIC,3685
Goorambat,VIC,3725
Goornong,VIC,3557
Gooroc,VIC,3477
Gorae,VIC,3305
Gorae West,VIC,3305
Gordon,VIC,3345
Gormandale,VIC,3873
Goroke,VIC,3412
Goschen,VIC,3585
Goughs Bay,VIC,3723
Goulburn Weir,VIC,3608
Gowanbrae,VIC,3043
Gowanford,VIC,3544
Gowangardie,VIC,3669
Gowar East,VIC,3477
Gower,VIC,3463
Grahamvale,VIC,3631
Grampians,VIC,3314
Grand Ridge,VIC,3870
Grangefields,VIC,3335
Granite Flat,VIC,3525
Granite Rock,VIC,3875
Grantville,VIC,3984
Granya,VIC,3701
Grass Flat,VIC,3409
Grassdale,VIC,3302
Grassmere,VIC,3281
Grays Bridge,VIC,3477
Graytown,VIC,3608
Gre Gre,VIC,3477
Gre Gre North,VIC,3477
Gre Gre South,VIC,3477
Great Western,VIC,3374
Gredgwin,VIC,3537
Green Gully,VIC,3462
Greendale,VIC,3341
Greenhill,VIC,3444
Greens Creek,VIC,3387
Greensborough,VIC,3088
Greenvale,VIC,3059
Greenwald,VIC,3304
Grenville,VIC,3352
Greta,VIC,3675
Greta South,VIC,3675
Greta West,VIC,3675
Grey River,VIC,3234
Gringegalgona,VIC,3315
Gritjurk,VIC,3315
Grovedale,VIC,3216
Gruyere,VIC,3770
Guildford,VIC,3451
Gunbower,VIC,3566
Gundowring,VIC,3691
Gunyah,VIC,3960
Guys Forest,VIC,3709
Guys Hill,VIC,3807
Gymbowen,VIC,3401
Haddon,VIC,3351
Hadfield,VIC,3046
Hallam,VIC,3803
Hallora,VIC,3818
Halls Gap,VIC,3381
Hallston,VIC,3953
Hamilton,VIC,3300
Hamlyn Heights,VIC,3215
Hampton,VIC,3188
Hampton East,VIC,3188
Hampton Park,VIC,3976
Hansonville,VIC,3675
Happy Valley,VIC,3360
Happy Valley,VIC,3549
Harcourt,VIC,3453
Harcourt North,VIC,3453
Harkaway,VIC,3806
Harkness,VIC,3337
Harmers Haven,VIC,3995
Harrietville,VIC,3741
Harrow,VIC,3317
Harston,VIC,3616
Hastings,VIC,3915
Hattah,VIC,3501
Havelock,VIC,3465
Haven,VIC,3401
Havilah,VIC,3737
Hawkesdale,VIC,3287
Hawkhurst,VIC,3862
Hawthorn,VIC,3122
Hawthorn East,VIC,3123
Hazel Park,VIC,3966
Hazelwood,VIC,3840
Hazelwood North,VIC,3840
Hazelwood South,VIC,3840
Healesville,VIC,3777
Heath Hill,VIC,3981
Heathcote,VIC,3523
Heathcote Junction,VIC,3758
Heathcote South,VIC,3523
Heatherton,VIC,3202
Heathmere,VIC,3305
Heathmont,VIC,3135
Hedley,VIC,3967
Heidelberg,VIC,3084
Heidelberg Heights,VIC,3081
Heidelberg West,VIC,3081
Hensley Park,VIC,3301
Henty,VIC,3312
Hepburn,VIC,3461
Hepburn Springs,VIC,3461
Herne Hill,VIC,3218
Hernes Oak,VIC,3825
Hesket,VIC,3442
Hesse,VIC,3321
Hexham,VIC,3273
Heyfield,VIC,3858
Heytesbury Lower,VIC,3268
Heywood,VIC,3304
Hiamdale,VIC,3847
Hiawatha,VIC,3971
High Camp,VIC,3764
Highett,VIC,3190
Highlands,VIC,3660
Highton,VIC,3216
Hilgay,VIC,3315
Hill End,VIC,3825
Hillcrest,VIC,3351
Hilldene,VIC,3660
Hillside,VIC,3037
Hillside,VIC,3875
Hinnomunjie,VIC,3898
Hmas Cerberus,VIC,3920
Hoddles Creek,VIC,3139
Hollands Landing,VIC,3862
Homebush,VIC,3465
Homerton,VIC,3304
Homewood,VIC,3717
Hopetoun,VIC,3396
Hopetoun Park,VIC,3340
Hoppers Crossing,VIC,3029
Hordern Vale,VIC,3238
Horfield,VIC,3567
Horsham,VIC,3400
Hotham Heights,VIC,3741
Hotspur,VIC,3303
Howes Creek,VIC,3723
Howitt Plains,VIC,3858
Howqua,VIC,3723
Howqua Hills,VIC,3723
Howqua Inlet,VIC,3723
Hughesdale,VIC,3166
Humevale,VIC,3757
Hunter,VIC,3558
Hunterston,VIC,3971
Huntingdale,VIC,3166
Huntly,VIC,3551
Huntly North,VIC,3551
Huon,VIC,3695
Huon Creek,VIC,3691
Hurstbridge,VIC,3099
Icy Creek,VIC,3833
Iguana Creek,VIC,3875
Illabarook,VIC,3351
Illawarra,VIC,3381
Illowa,VIC,3282
Indented Head,VIC,3223
Indigo Valley,VIC,3688
Inglewood,VIC,3517
Ingliston,VIC,3342
Inkerman,VIC,3472
Invergordon,VIC,3636
Inverleigh,VIC,3321
Inverloch,VIC,3996
Invermay,VIC,3352
Invermay Park,VIC,3350
Iona,VIC,3815
Iraak,VIC,3494
Irishtown,VIC,3451
Ironbark,VIC,3550
Irrewarra,VIC,3249
Irrewillipe,VIC,3249
Irrewillipe East,VIC,3249
Irymple,VIC,3498
Ivanhoe,VIC,3079
Ivanhoe East,VIC,3079
Jacana,VIC,3047
Jack River,VIC,3971
Jackass Flat,VIC,3556
Jacob Creek,VIC,3825
Jam Jerrup,VIC,3984
Jamieson,VIC,3723
Jan Juc,VIC,3228
Jancourt,VIC,3266
Jancourt East,VIC,3266
Jarklin,VIC,3517
Jarrahmond,VIC,3888
Jarvis Creek,VIC,3700
Jeeralang,VIC,3840
Jeeralang Junction,VIC,3840
Jeetho,VIC,3945
Jeffcott,VIC,3480
Jeffcott North,VIC,3480
Jeparit,VIC,3423
Jericho,VIC,3825
Jeruk,VIC,3527
Jil Jil,VIC,3483
Jilpanger,VIC,3409
Jindivick,VIC,3818
Joel Joel,VIC,3384
Joel South,VIC,3384
Johanna,VIC,3238
Johnsonville,VIC,3902
Joyces Creek,VIC,3364
Jumbuk,VIC,3869
Jumbunna,VIC,3951
Junction Village,VIC,3977
Jung,VIC,3401
Jungaburra,VIC,3575
Junortoun,VIC,3551
Kaarimba,VIC,3635
Kadnook,VIC,3318
